,chembl_id,Predicted_Value
1661,CHEMBL1650818,[np.float32(5.423137)]
1662,CHEMBL1200893,[np.float32(5.422848)]
1663,CHEMBL2103827,[np.float32(5.3660307)]
1664,CHEMBL643,[np.float32(5.317998)]
1665,CHEMBL152,[np.float32(5.2793922)]
1666,CHEMBL569713,[np.float32(5.2532315)]
1667,CHEMBL564,[np.float32(5.244114)]
1668,CHEMBL37744,[np.float32(5.194777)]
1669,CHEMBL1322884,[np.float32(5.178102)]
1670,CHEMBL1525,[np.float32(5.010772)]
1671,CHEMBL2,[np.float32(4.994899)]
1672,CHEMBL1998966,[np.float32(4.9355707)]
1673,CHEMBL1444,[np.float32(4.87933)]
1674,CHEMBL1201863,[np.float32(4.8540406)]
1675,CHEMBL5315053,[np.float32(4.812438)]
1676,CHEMBL2105684,[np.float32(4.775969)]
1677,CHEMBL500,[np.float32(4.746211)]
1678,CHEMBL1514715,[np.float32(4.681894)]
1679,CHEMBL930,[np.float32(4.6399403)]
1680,CHEMBL1201103,[np.float32(4.609401)]
1681,CHEMBL1410743,[np.float32(4.511024)]
1682,CHEMBL1449,[np.float32(4.4589157)]
1683,CHEMBL93,[np.float32(4.4491167)]
1684,CHEMBL61006,[np.float32(4.448843)]
1685,CHEMBL640,[np.float32(4.357601)]
1686,CHEMBL3183075,[np.float32(4.2818913)]
1687,CHEMBL1096562,[np.float32(4.260213)]
1688,CHEMBL1200912,[np.float32(4.069843)]
1689,CHEMBL25,[np.float32(4.006018)]
1690,CHEMBL235668,[np.float32(3.9199548)]
1691,CHEMBL746,[np.float32(3.8722165)]
1692,CHEMBL1256391,[np.float32(3.8678658)]
1693,CHEMBL518520,[np.float32(nan)]
1694,CHEMBL1118,[np.float32(6.6882486)]
1695,CHEMBL4297066,[np.float32(5.3350077)]
1696,CHEMBL1200813,[np.float32(5.1100044)]
1697,CHEMBL1109,[np.float32(4.27137)]
1698,CHEMBL112,[np.float32(4.1978316)]
1699,CHEMBL1200962,[np.float32(3.6456795)]
1700,CHEMBL268869,[np.float32(3.5715318)]
1701,CHEMBL508102,[np.float32(3.5364995)]
1702,CHEMBL585,[np.float32(3.4960608)]
1703,CHEMBL1200689,[np.float32(-3.0630116)]
1704,CHEMBL1796998,[np.float32(-184.31207)]
1705,CHEMBL675,[np.float32(nan)]
1706,CHEMBL979,[np.float32(5.551747)]
1707,CHEMBL1908361,[np.float32(nan)]
1708,CHEMBL2146123,[np.float32(7.565455)]
1709,CHEMBL3301610,[np.float32(7.292871)]
1710,CHEMBL3137326,[np.float32(6.905458)]
1711,CHEMBL928,[np.float32(nan)]
1712,CHEMBL1200613,[np.float32(nan)]
1713,CHEMBL1200814,[np.float32(nan)]
1714,CHEMBL2105762,[np.float32(7.432232)]
1715,CHEMBL2048484,[np.float32(7.317535)]
1716,CHEMBL1237055,[np.float32(7.29572)]
1717,CHEMBL45816,[np.float32(6.678349)]
1718,CHEMBL435298,[np.float32(6.644854)]
1719,CHEMBL1201753,[np.float32(6.5733633)]
1720,CHEMBL2062266,[np.float32(6.327588)]
1721,CHEMBL17157,[np.float32(6.294911)]
1722,CHEMBL346977,[np.float32(6.2121887)]
1723,CHEMBL1123,[np.float32(6.1492896)]
1724,CHEMBL456,[np.float32(6.137195)]
1725,CHEMBL1201235,[np.float32(6.1345835)]
1726,CHEMBL1626,[np.float32(6.129154)]
1727,CHEMBL1201245,[np.float32(6.028378)]
1728,CHEMBL87708,[np.float32(5.994683)]
1729,CHEMBL431,[np.float32(5.949637)]
1730,CHEMBL682,[np.float32(5.9361296)]
1731,CHEMBL1555,[np.float32(5.908625)]
1732,CHEMBL1648,[np.float32(5.713199)]
1733,CHEMBL1008,[np.float32(5.6860614)]
1734,CHEMBL894,[np.float32(5.649069)]
1735,CHEMBL1173055,[np.float32(5.579479)]
1736,CHEMBL396416,[np.float32(5.4949503)]
1737,CHEMBL3989716,[np.float32(5.4497356)]
1738,CHEMBL1706,[np.float32(5.0778756)]
1739,CHEMBL1095292,[np.float32(5.07417)]
1740,CHEMBL256997,[np.float32(4.822906)]
1741,CHEMBL36,[np.float32(4.7885466)]
1742,CHEMBL34259,[np.float32(4.7321253)]
1743,CHEMBL3544906,[np.float32(4.717612)]
1744,CHEMBL600,[np.float32(4.6645885)]
1745,CHEMBL1013,[np.float32(4.636445)]
1746,CHEMBL1200391,[np.float32(4.505941)]
1747,CHEMBL685,[np.float32(4.458722)]
1748,CHEMBL189,[np.float32(4.1230693)]
1749,CHEMBL425,[np.float32(3.663154)]
1750,CHEMBL158,[np.float32(3.3628743)]
1751,CHEMBL1200434,[np.float32(3.3071055)]
1752,CHEMBL457299,[np.float32(2.6881967)]
1753,CHEMBL1200944,[np.float32(nan)]
1754,CHEMBL2096650,[np.float32(nan)]
1755,CHEMBL632,[np.float32(8.691394)]
1756,CHEMBL416956,[np.float32(7.732605)]
1757,CHEMBL454950,[np.float32(7.676914)]
1758,CHEMBL3039520,[np.float32(7.387667)]
1759,CHEMBL167150,[np.float32(7.344819)]
1760,CHEMBL4594217,[np.float32(7.325848)]
1761,CHEMBL1200881,[np.float32(7.284896)]
1762,CHEMBL1161,[np.float32(7.1354957)]
1763,CHEMBL2111112,[np.float32(7.0919056)]
1764,CHEMBL1201061,[np.float32(7.0796905)]
1765,CHEMBL1094966,[np.float32(6.9044976)]
1766,CHEMBL3039508,[np.float32(6.8897)]
1767,CHEMBL1200791,[np.float32(6.708235)]
1768,CHEMBL41,[np.float32(6.6631966)]
1769,CHEMBL1201340,[np.float32(6.4533305)]
1770,CHEMBL1337,[np.float32(6.3132524)]
1771,CHEMBL1466,[np.float32(6.0927863)]
1772,CHEMBL515606,[np.float32(6.0198236)]
1773,CHEMBL2364629,[np.float32(5.894468)]
1774,CHEMBL445,[np.float32(5.8524313)]
1775,CHEMBL1200383,[np.float32(5.7964253)]
1776,CHEMBL1714,[np.float32(5.7581477)]
1777,CHEMBL3561076,[np.float32(5.7354474)]
1778,CHEMBL2134724,[np.float32(5.726522)]
1779,CHEMBL2104993,[np.float32(5.688095)]
1780,CHEMBL1589,[np.float32(5.6838336)]
1781,CHEMBL1256696,[np.float32(5.6612983)]
1782,CHEMBL808,[np.float32(5.6552043)]
1783,CHEMBL2105637,[np.float32(5.5798783)]
1784,CHEMBL350221,[np.float32(5.519845)]
1785,CHEMBL2105760,[np.float32(5.382361)]
1786,CHEMBL2064032,[np.float32(5.225514)]
1787,CHEMBL3989937,[np.float32(5.1777825)]
1788,CHEMBL1701,[np.float32(5.159766)]
1789,CHEMBL566752,[np.float32(4.924857)]
1790,CHEMBL4071161,[np.float32(4.8958735)]
1791,CHEMBL1200461,[np.float32(4.7327347)]
1792,CHEMBL750,[np.float32(4.3222857)]
1793,CHEMBL186,[np.float32(3.9481933)]
1794,CHEMBL438,[np.float32(3.944766)]
1795,CHEMBL692,[np.float32(3.9440758)]
1796,CHEMBL276832,[np.float32(3.724508)]
1797,CHEMBL3833340,[np.float32(3.6556394)]
1798,CHEMBL1611,[np.float32(nan)]
1799,CHEMBL3544985,[np.float32(nan)]
1800,CHEMBL1445,[np.float32(8.208571)]
1801,CHEMBL1746,[np.float32(nan)]
1802,CHEMBL1650,[np.float32(7.8827424)]
1803,CHEMBL3707311,[np.float32(7.7657533)]
1804,CHEMBL3989408,[np.float32(nan)]
1805,CHEMBL638,[np.float32(8.081495)]
1806,CHEMBL1447,[np.float32(7.756441)]
1807,CHEMBL3291398,[np.float32(7.3460603)]
1808,CHEMBL3544909,[np.float32(7.216272)]
1809,CHEMBL1200979,[np.float32(6.910812)]
1810,CHEMBL21731,[np.float32(6.760756)]
1811,CHEMBL998,[np.float32(6.747323)]
1812,CHEMBL298470,[np.float32(6.7061343)]
1813,CHEMBL252556,[np.float32(6.685921)]
1814,CHEMBL3137321,[np.float32(6.628455)]
1815,CHEMBL1201002,[np.float32(6.5951457)]
1816,CHEMBL454,[np.float32(6.5173125)]
1817,CHEMBL1200825,[np.float32(6.3904095)]
1818,CHEMBL340978,[np.float32(6.359046)]
1819,CHEMBL1201191,[np.float32(6.3313556)]
1820,CHEMBL426559,[np.float32(6.2887154)]
1821,CHEMBL1237119,[np.float32(6.2049513)]
1822,CHEMBL3187365,[np.float32(6.075046)]
1823,CHEMBL1064,[np.float32(5.9524856)]
1824,CHEMBL642,[np.float32(5.906999)]
1825,CHEMBL1266,[np.float32(5.652607)]
1826,CHEMBL3545985,[np.float32(5.548488)]
1827,CHEMBL2159122,[np.float32(5.4747543)]
1828,CHEMBL1200837,[np.float32(5.4062862)]
1829,CHEMBL1516474,[np.float32(5.36257)]
1830,CHEMBL1691,[np.float32(5.321403)]
1831,CHEMBL1082607,[np.float32(5.1443896)]
1832,CHEMBL1788385,[np.float32(5.0883517)]
1833,CHEMBL1671,[np.float32(5.0330243)]
1834,CHEMBL705,[np.float32(5.000517)]
1835,CHEMBL1643,[np.float32(4.8761034)]
1836,CHEMBL4297334,[np.float32(4.801823)]
1837,CHEMBL1201108,[np.float32(4.66535)]
1838,CHEMBL503160,[np.float32(4.657546)]
1839,CHEMBL58323,[np.float32(4.5857778)]
1840,CHEMBL87992,[np.float32(4.5561767)]
1841,CHEMBL1095,[np.float32(4.4879208)]
1842,CHEMBL891,[np.float32(4.420313)]
1843,CHEMBL2107175,[np.float32(4.334283)]
1844,CHEMBL24441,[np.float32(3.876243)]
1845,CHEMBL119423,[np.float32(2.8687055)]
1846,CHEMBL1334078,[np.float32(nan)]
1847,CHEMBL2364632,[np.float32(7.64394)]
1848,CHEMBL1405,[np.float32(7.5234528)]
1849,CHEMBL1200380,[np.float32(nan)]
1850,CHEMBL49080,[np.float32(7.146912)]
1851,CHEMBL46516,[np.float32(7.0333424)]
1852,CHEMBL1082407,[np.float32(6.590367)]
1853,CHEMBL1263,[np.float32(6.415048)]
1854,CHEMBL3137301,[np.float32(6.2970138)]
1855,CHEMBL2107817,[np.float32(nan)]
1856,CHEMBL305187,[np.float32(6.5622635)]
1857,CHEMBL4594260,[np.float32(6.5259895)]
1858,CHEMBL119443,[np.float32(6.5109744)]
1859,CHEMBL1623992,[np.float32(6.236721)]
1860,CHEMBL1201777,[np.float32(6.091512)]
1861,CHEMBL469,[np.float32(6.060421)]
1862,CHEMBL1020,[np.float32(5.929541)]
1863,CHEMBL629,[np.float32(5.8572226)]
1864,CHEMBL4297147,[np.float32(5.7943683)]
1865,CHEMBL398440,[np.float32(5.7528796)]
1866,CHEMBL634,[np.float32(5.750173)]
1867,CHEMBL1200531,[np.float32(5.6182985)]
1868,CHEMBL95889,[np.float32(5.5489492)]
1869,CHEMBL1585,[np.float32(5.535845)]
1870,CHEMBL1131,[np.float32(5.5332203)]
1871,CHEMBL1200959,[np.float32(5.5025897)]
1872,CHEMBL864,[np.float32(5.4341617)]
1873,CHEMBL2355051,[np.float32(5.4266634)]
1874,CHEMBL1237104,[np.float32(5.3944817)]
1875,CHEMBL1534,[np.float32(5.292169)]
1876,CHEMBL1201003,[np.float32(5.2910223)]
1877,CHEMBL1095607,[np.float32(5.071076)]
1878,CHEMBL464982,[np.float32(5.0516624)]
1879,CHEMBL1256819,[np.float32(5.0479326)]
1880,CHEMBL218650,[np.float32(5.020309)]
1881,CHEMBL33,[np.float32(4.9981894)]
1882,CHEMBL1200329,[np.float32(4.7665033)]
1883,CHEMBL94394,[np.float32(4.716533)]
1884,CHEMBL1377,[np.float32(4.6097364)]
1885,CHEMBL169901,[np.float32(4.499064)]
1886,CHEMBL1201161,[np.float32(4.339454)]
1887,CHEMBL45,[np.float32(4.312074)]
1888,CHEMBL802,[np.float32(4.2707343)]
1889,CHEMBL277474,[np.float32(3.938522)]
1890,CHEMBL1146,[np.float32(3.6752653)]
1891,CHEMBL1256137,[np.float32(1.3631248)]
1892,CHEMBL1618,[np.float32(nan)]
1893,CHEMBL3889654,[np.float32(8.196729)]
1894,CHEMBL1561,[np.float32(8.083081)]
1895,CHEMBL1530428,[np.float32(7.9167366)]
1896,CHEMBL5315055,[np.float32(7.483798)]
1897,CHEMBL1315867,[np.float32(7.4665165)]
1898,CHEMBL2364607,[np.float32(7.1389055)]
1899,CHEMBL1200820,[np.float32(nan)]
1900,CHEMBL556578,[np.float32(7.0996857)]
1901,CHEMBL2105224,[np.float32(7.08183)]
1902,CHEMBL959,[np.float32(6.895264)]
1903,CHEMBL4650220,[np.float32(6.864554)]
1904,CHEMBL117785,[np.float32(6.860115)]
1905,CHEMBL1201146,[np.float32(6.8368115)]
1906,CHEMBL1042,[np.float32(6.8193192)]
1907,CHEMBL2443262,[np.float32(6.7446675)]
1908,CHEMBL1229517,[np.float32(6.732726)]
1909,CHEMBL485253,[np.float32(6.719737)]
1910,CHEMBL1200866,[np.float32(6.7049055)]
1911,CHEMBL3833319,[np.float32(6.6634326)]
1912,CHEMBL270190,[np.float32(6.578845)]
1913,CHEMBL61,[np.float32(6.577523)]
1914,CHEMBL1201134,[np.float32(6.529302)]
1915,CHEMBL752,[np.float32(6.48482)]
1916,CHEMBL841,[np.float32(6.477857)]
1917,CHEMBL2106627,[np.float32(6.456109)]
1918,CHEMBL1237082,[np.float32(6.4237432)]
1919,CHEMBL1419,[np.float32(6.4007497)]
1920,CHEMBL658,[np.float32(6.3751674)]
1921,CHEMBL3989693,[np.float32(6.3355417)]
1922,CHEMBL531,[np.float32(6.309005)]
1923,CHEMBL447629,[np.float32(6.2733817)]
1924,CHEMBL1372950,[np.float32(6.2240334)]
1925,CHEMBL1480,[np.float32(6.2018332)]
1926,CHEMBL1363,[np.float32(6.1813374)]
1927,CHEMBL760,[np.float32(6.17893)]
1928,CHEMBL957,[np.float32(6.1716924)]
1929,CHEMBL830,[np.float32(6.0779643)]
1930,CHEMBL70972,[np.float32(6.068546)]
1931,CHEMBL83668,[np.float32(6.0625386)]
1932,CHEMBL4594288,[np.float32(6.02001)]
1933,CHEMBL1201728,[np.float32(5.968725)]
1934,CHEMBL1670,[np.float32(5.9335427)]
1935,CHEMBL1741134,[np.float32(5.925079)]
1936,CHEMBL3989933,[np.float32(5.8696923)]
1937,CHEMBL254468,[np.float32(5.829683)]
1938,CHEMBL1201274,[np.float32(5.8124228)]
1939,CHEMBL197084,[np.float32(5.7407804)]
1940,CHEMBL409,[np.float32(5.738338)]
1941,CHEMBL17,[np.float32(5.710864)]
1942,CHEMBL3989868,[np.float32(5.6847024)]
1943,CHEMBL2181927,[np.float32(5.676369)]
1944,CHEMBL1229908,[np.float32(5.6628537)]
1945,CHEMBL1709,[np.float32(5.531635)]
1946,CHEMBL452,[np.float32(5.474166)]
1947,CHEMBL126224,[np.float32(5.4676137)]
1948,CHEMBL1073,[np.float32(5.454414)]
1949,CHEMBL1653,[np.float32(5.448092)]
1950,CHEMBL1200638,[np.float32(5.4288774)]
1951,CHEMBL511,[np.float32(5.4160843)]
1952,CHEMBL3989694,[np.float32(5.301226)]
1953,CHEMBL225071,[np.float32(5.2350254)]
1954,CHEMBL1201196,[np.float32(5.233801)]
1955,CHEMBL1086440,[np.float32(5.1666026)]
1956,CHEMBL1232131,[np.float32(5.1602)]
1957,CHEMBL491571,[np.float32(5.153918)]
1958,CHEMBL222813,[np.float32(5.1132097)]
1959,CHEMBL3301607,[np.float32(5.0351033)]
1960,CHEMBL513,[np.float32(5.027384)]
1961,CHEMBL765,[np.float32(4.9798326)]
1962,CHEMBL38,[np.float32(4.974926)]
1963,CHEMBL897,[np.float32(4.8081107)]
1964,CHEMBL527,[np.float32(4.768621)]
1965,CHEMBL1411979,[np.float32(4.686524)]
1966,CHEMBL5315117,[np.float32(4.6072206)]
1967,CHEMBL1083385,[np.float32(4.5380006)]
1968,CHEMBL607710,[np.float32(4.472931)]
1969,CHEMBL1628504,[np.float32(4.3985453)]
1970,CHEMBL2062263,[np.float32(4.272508)]
1971,CHEMBL2106195,[np.float32(4.1946197)]
1972,CHEMBL86304,[np.float32(4.16757)]
1973,CHEMBL1220,[np.float32(4.144544)]
1974,CHEMBL702,[np.float32(4.1443286)]
1975,CHEMBL1201775,[np.float32(4.1257463)]
1976,CHEMBL30116,[np.float32(3.8982825)]
1977,CHEMBL110,[np.float32(3.8589053)]
1978,CHEMBL1200454,[np.float32(3.6112146)]
1979,CHEMBL1542,[np.float32(3.2636085)]
1980,CHEMBL3833327,[np.float32(3.1068535)]
1981,CHEMBL859,[np.float32(2.8743765)]
1982,CHEMBL1200751,[np.float32(1.7460814)]
1983,CHEMBL1098659,[np.float32(-4.5844064)]
1984,CHEMBL2103741,[np.float32(nan)]
1985,CHEMBL3989410,[np.float32(nan)]
1986,CHEMBL251634,[np.float32(8.5350065)]
1987,CHEMBL2103802,[np.float32(7.721858)]
1988,CHEMBL1029,[np.float32(7.694204)]
1989,CHEMBL476960,[np.float32(7.689033)]
1990,CHEMBL24778,[np.float32(7.435194)]
1991,CHEMBL1183717,[np.float32(7.3449655)]
1992,CHEMBL1473,[np.float32(7.262171)]
1993,CHEMBL2018096,[np.float32(7.2050085)]
1994,CHEMBL1200666,[np.float32(7.127312)]
1995,CHEMBL714,[np.float32(7.040465)]
1996,CHEMBL1587,[np.float32(7.0069733)]
1997,CHEMBL142635,[np.float32(6.9860945)]
1998,CHEMBL2105131,[np.float32(6.9396615)]
1999,CHEMBL1373254,[np.float32(6.8088517)]
2000,CHEMBL839,[np.float32(6.807329)]
2001,CHEMBL1077896,[np.float32(6.790583)]
2002,CHEMBL1287853,[np.float32(6.7894053)]
2003,CHEMBL607400,[np.float32(6.7474513)]
2004,CHEMBL1464,[np.float32(6.7069635)]
2005,CHEMBL1580,[np.float32(6.628685)]
2006,CHEMBL75880,[np.float32(6.593576)]
2007,CHEMBL457,[np.float32(6.5208445)]
2008,CHEMBL977,[np.float32(6.463526)]
2009,CHEMBL1477,[np.float32(6.4405785)]
2010,CHEMBL142703,[np.float32(6.416866)]
2011,CHEMBL2105732,[np.float32(6.39545)]
2012,CHEMBL395091,[np.float32(6.3946166)]
2013,CHEMBL4297220,[np.float32(6.388609)]
2014,CHEMBL2105708,[np.float32(6.3705854)]
2015,CHEMBL637,[np.float32(6.307531)]
2016,CHEMBL1616951,[np.float32(6.2953043)]
2017,CHEMBL742,[np.float32(6.2441835)]
2018,CHEMBL1096146,[np.float32(6.22479)]
2019,CHEMBL2105749,[np.float32(6.2237086)]
2020,CHEMBL408,[np.float32(6.219958)]
2021,CHEMBL3989677,[np.float32(6.1924005)]
2022,CHEMBL515,[np.float32(6.0673313)]
2023,CHEMBL3358920,[np.float32(6.067231)]
2024,CHEMBL24828,[np.float32(6.0378823)]
2025,CHEMBL4297526,[np.float32(6.012372)]
2026,CHEMBL1200660,[np.float32(5.9200516)]
2027,CHEMBL203266,[np.float32(5.9128466)]
2028,CHEMBL1149,[np.float32(5.9018545)]
2029,CHEMBL707,[np.float32(5.7718964)]
2030,CHEMBL5315054,[np.float32(5.7626514)]
2031,CHEMBL1200843,[np.float32(5.7354493)]
2032,CHEMBL429,[np.float32(5.674222)]
2033,CHEMBL1201011,[np.float32(5.566076)]
2034,CHEMBL416,[np.float32(5.497082)]
2035,CHEMBL1788403,[np.float32(5.4964137)]
2036,CHEMBL786,[np.float32(5.469011)]
2037,CHEMBL175247,[np.float32(5.404552)]
2038,CHEMBL1201745,[np.float32(5.391416)]
2039,CHEMBL3989555,[np.float32(5.322532)]
2040,CHEMBL14053,[np.float32(5.3188586)]
2041,CHEMBL688,[np.float32(5.294773)]
2042,CHEMBL832,[np.float32(5.233812)]
2043,CHEMBL471,[np.float32(5.2030616)]
2044,CHEMBL1201266,[np.float32(5.1307516)]
2045,CHEMBL2111030,[np.float32(5.100112)]
2046,CHEMBL1201112,[np.float32(5.0468407)]
2047,CHEMBL780,[np.float32(4.9793515)]
2048,CHEMBL3990047,[np.float32(4.9530005)]
2049,CHEMBL3544988,[np.float32(4.92731)]
2050,CHEMBL1200328,[np.float32(4.9185176)]
2051,CHEMBL1200493,[np.float32(4.9171576)]
2052,CHEMBL3099695,[np.float32(4.8602557)]
2053,CHEMBL1908307,[np.float32(4.777643)]
2054,CHEMBL1093,[np.float32(4.688548)]
2055,CHEMBL1570,[np.float32(4.5342517)]
2056,CHEMBL1094,[np.float32(4.491736)]
2057,CHEMBL403,[np.float32(4.4814844)]
2058,CHEMBL929,[np.float32(4.3233)]
2059,CHEMBL419,[np.float32(4.2041836)]
2060,CHEMBL1200756,[np.float32(4.1989837)]
2061,CHEMBL446,[np.float32(4.172551)]
2062,CHEMBL4298171,[np.float32(4.0958285)]
2063,CHEMBL625,[np.float32(3.9973152)]
2064,CHEMBL1547,[np.float32(3.961645)]
2065,CHEMBL1200841,[np.float32(3.7988517)]
2066,CHEMBL65375,[np.float32(3.4356403)]
2067,CHEMBL1213165,[np.float32(nan)]
2068,CHEMBL579205,[np.float32(4.759809)]
2069,CHEMBL1257015,[np.float32(4.370898)]
2070,CHEMBL1200987,[np.float32(4.315834)]
2071,CHEMBL2095209,[np.float32(3.8982897)]
2072,CHEMBL12856,[np.float32(3.2988799)]
2073,CHEMBL1201081,[np.float32(nan)]
2074,CHEMBL46058,[np.float32(2.5524771)]
2075,CHEMBL1200879,[np.float32(nan)]
2076,CHEMBL635,[np.float32(8.188428)]
2077,CHEMBL1654,[np.float32(nan)]
2078,CHEMBL131,[np.float32(8.351056)]
2079,CHEMBL272427,[np.float32(8.107551)]
2080,CHEMBL1683,[np.float32(8.028803)]
2081,CHEMBL1200562,[np.float32(7.913742)]
2082,CHEMBL1200503,[np.float32(7.8263917)]
2083,CHEMBL1395,[np.float32(7.784763)]
2084,CHEMBL1201099,[np.float32(7.52068)]
2085,CHEMBL529888,[np.float32(7.5118947)]
2086,CHEMBL1200976,[np.float32(7.461237)]
2087,CHEMBL2325741,[np.float32(7.373468)]
2088,CHEMBL1201177,[np.float32(7.080596)]
2089,CHEMBL567,[np.float32(6.993473)]
2090,CHEMBL260538,[np.float32(6.8748474)]
2091,CHEMBL2110588,[np.float32(6.8315706)]
2092,CHEMBL606,[np.float32(6.8076425)]
2093,CHEMBL1278,[np.float32(6.319254)]
2094,CHEMBL363295,[np.float32(6.1960015)]
2095,CHEMBL1757,[np.float32(6.142194)]
2096,CHEMBL3039502,[np.float32(5.8966904)]
2097,CHEMBL1201256,[np.float32(5.7843585)]
2098,CHEMBL135400,[np.float32(5.6225166)]
2099,CHEMBL2106217,[np.float32(5.529162)]
2100,CHEMBL181,[np.float32(5.4571877)]
2101,CHEMBL842,[np.float32(5.378746)]
2102,CHEMBL19224,[np.float32(5.3379498)]
2103,CHEMBL1771,[np.float32(5.3018513)]
2104,CHEMBL1201073,[np.float32(5.2851315)]
2105,CHEMBL768,[np.float32(5.1788588)]
2106,CHEMBL1231574,[np.float32(5.067967)]
2107,CHEMBL806,[np.float32(5.061097)]
2108,CHEMBL1697,[np.float32(5.054016)]
2109,CHEMBL42336,[np.float32(5.0460563)]
2110,CHEMBL818,[np.float32(5.0311294)]
2111,CHEMBL211456,[np.float32(4.909346)]
2112,CHEMBL2103743,[np.float32(4.881351)]
2113,CHEMBL4297517,[np.float32(4.87367)]
2114,CHEMBL2042122,[np.float32(4.763991)]
2115,CHEMBL1697841,[np.float32(4.7322273)]
2116,CHEMBL430,[np.float32(4.6812844)]
2117,CHEMBL1084172,[np.float32(4.548622)]
2118,CHEMBL2105704,[np.float32(4.4795327)]
2119,CHEMBL1472989,[np.float32(4.40937)]
2120,CHEMBL2107333,[np.float32(4.303573)]
2121,CHEMBL2104607,[np.float32(4.0804915)]
2122,CHEMBL771,[np.float32(3.3784838)]
2123,CHEMBL1431,[np.float32(3.2997663)]
2124,CHEMBL927,[np.float32(3.218738)]
2125,CHEMBL90,[np.float32(2.9254715)]
2126,CHEMBL3989803,[np.float32(nan)]
2127,CHEMBL2021422,[np.float32(nan)]
2128,CHEMBL301267,[np.float32(8.133853)]
2129,CHEMBL132530,[np.float32(7.700194)]
2130,CHEMBL3989697,[np.float32(nan)]
2131,CHEMBL1237061,[np.float32(nan)]
2132,CHEMBL1200495,[np.float32(nan)]
2133,CHEMBL1201012,[np.float32(8.784791)]
2134,CHEMBL5314366,[np.float32(nan)]
2135,CHEMBL1766,[np.float32(8.545153)]
2136,CHEMBL1201193,[np.float32(6.883874)]
2137,CHEMBL1034,[np.float32(nan)]
2138,CHEMBL1562610,[np.float32(nan)]
2139,CHEMBL3989923,[np.float32(nan)]
2140,CHEMBL3989568,[np.float32(nan)]
2141,CHEMBL1591,[np.float32(7.780051)]
2142,CHEMBL429910,[np.float32(7.324283)]
2143,CHEMBL1290,[np.float32(7.1207223)]
2144,CHEMBL1040,[np.float32(7.088057)]
2145,CHEMBL3894860,[np.float32(7.0046153)]
2146,CHEMBL1306,[np.float32(6.8516803)]
2147,CHEMBL1663,[np.float32(6.8231955)]
2148,CHEMBL1200934,[np.float32(6.8203735)]
2149,CHEMBL1159717,[np.float32(6.7302237)]
2150,CHEMBL1201345,[np.float32(6.7271686)]
2151,CHEMBL1471,[np.float32(6.6554933)]
2152,CHEMBL267936,[np.float32(6.640107)]
2153,CHEMBL1198857,[np.float32(6.6115823)]
2154,CHEMBL660,[np.float32(6.574111)]
2155,CHEMBL1101,[np.float32(6.4561777)]
2156,CHEMBL259571,[np.float32(6.3602257)]
2157,CHEMBL1492,[np.float32(6.098302)]
2158,CHEMBL3039507,[np.float32(6.077306)]
2159,CHEMBL908,[np.float32(5.996049)]
2160,CHEMBL3137308,[np.float32(5.9914937)]
2161,CHEMBL139367,[np.float32(5.9718547)]
2162,CHEMBL479,[np.float32(5.732762)]
2163,CHEMBL1609,[np.float32(5.5006733)]
2164,CHEMBL1711,[np.float32(5.366553)]
2165,CHEMBL79,[np.float32(5.2402616)]
2166,CHEMBL134,[np.float32(5.170227)]
2167,CHEMBL1620,[np.float32(5.167689)]
2168,CHEMBL1200411,[np.float32(4.9160614)]
2169,CHEMBL1378024,[np.float32(4.8510647)]
2170,CHEMBL23588,[np.float32(4.8075085)]
2171,CHEMBL681,[np.float32(4.7871094)]
2172,CHEMBL1068,[np.float32(4.7282524)]
2173,CHEMBL960,[np.float32(4.494006)]
2174,CHEMBL1314,[np.float32(4.399889)]
2175,CHEMBL1697856,[np.float32(4.289024)]
2176,CHEMBL2219411,[np.float32(4.266867)]
2177,CHEMBL170988,[np.float32(4.1496263)]
2178,CHEMBL1201220,[np.float32(3.9863615)]
2179,CHEMBL1768,[np.float32(3.9248028)]
2180,CHEMBL5314362,[np.float32(3.8108146)]
2181,CHEMBL1200523,[np.float32(nan)]
2182,CHEMBL1201174,[np.float32(8.662536)]
2183,CHEMBL515387,[np.float32(7.8798394)]
2184,CHEMBL1200853,[np.float32(7.7405715)]
2185,CHEMBL1908373,[np.float32(7.532367)]
2186,CHEMBL2308885,[np.float32(7.4913926)]
2187,CHEMBL105,[np.float32(7.4908266)]
2188,CHEMBL1735,[np.float32(7.3907175)]
2189,CHEMBL846,[np.float32(7.3748446)]
2190,CHEMBL1165342,[np.float32(7.2842283)]
2191,CHEMBL238071,[np.float32(7.218658)]
2192,CHEMBL1229211,[np.float32(7.1832204)]
2193,CHEMBL3833368,[np.float32(7.1803193)]
2194,CHEMBL27810,[np.float32(7.154678)]
2195,CHEMBL1899801,[np.float32(7.1432676)]
2196,CHEMBL2107797,[np.float32(7.1352553)]
2197,CHEMBL970,[np.float32(7.019069)]
2198,CHEMBL2359966,[np.float32(7.016213)]
2199,CHEMBL30008,[np.float32(7.0005174)]
2200,CHEMBL2024517,[np.float32(6.9421077)]
2201,CHEMBL256087,[np.float32(6.935359)]
2202,CHEMBL1393,[np.float32(6.861449)]
2203,CHEMBL52440,[np.float32(6.7852297)]
2204,CHEMBL385517,[np.float32(6.7672467)]
2205,CHEMBL2218861,[np.float32(6.752493)]
